id1,Symbol,joinKey1,joinKey2,OG-Company-Warn,OG-Company-Nasdaq,jaccard
35235,ARNC,[arconic],[arconic],"Arconic, Inc.",Arconic Corporation Common Stock,1.0
38450,AOS,"[a,o,smith]","[a,o,smith]",A.O. Smith,A.O. Smith Corporation Common Stock,1.0
12970,ROG,[rogers],[rogers],Rogers Corporation,Rogers Corporation Common Stock,1.0
38891,TTMI,"[ttm,technologies]","[ttm,technologies]",TTM Technologies,TTM Technologies Inc. Common Stock,1.0
39966,CNXC,[concentrix],[concentrix],Concentrix,Concentrix Corporation Common Stock,1.0
19496,CMI,[cummins],[cummins],Cummins Inc,Cummins Inc. Common Stock,1.0
37922,TGT,[target],[target],Target,Target Corporation Common Stock,1.0
24919,MS,"[morgan,stanley]","[morgan,stanley]",Morgan Stanley,Morgan Stanley Common Stock,1.0
8310,BHE,"[benchmark,electronics]","[benchmark,electronics]",Benchmark Electronics,Benchmark Electronics Inc. Common Stock,1.0
11791,CVX,[chevron],[chevron],Chevron,Chevron Corporation Common Stock,1.0
16656,BLBD,"[blue,bird]","[blue,bird]",Blue Bird,Blue Bird Corporation Common Stock,1.0
37158,KDP,"[keurig,dr,pepper]","[keurig,dr,pepper]",Keurig Dr Pepper,Keurig Dr Pepper Inc. Common Stock,1.0
43073,WDC,"[western,digital]","[western,digital]",Western Digital,Western Digital Corporation Common Stock,1.0
43653,DXPE,"[dxp,enterprises]","[dxp,enterprises]",DXP Enterprises,DXP Enterprises Inc. Common Stock,1.0
439,CAH,"[cardinal,health]","[cardinal,health]",CARDINAL HEALTH,Cardinal Health Inc. Common Stock,1.0
16303,DKS,"[dick,s,sporting,goods]","[dick,s,sporting,goods]",Dick's Sporting Goods,Dick's Sporting Goods Inc Common Stock,1.0
22390,TRIP,[tripadvisor],[tripadvisor],TripAdvisor,TripAdvisor Inc. Common Stock,1.0
527,NOC,"[northrop,grumman]","[northrop,grumman]",NORTHROP GRUMMAN CORPORATION,Northrop Grumman Corporation Common Stock,1.0
626,MHK,"[mohawk,industries]","[mohawk,industries]","MOHAWK INDUSTRIES, INC.",Mohawk Industries Inc. Common Stock,1.0
1418,JBL,[jabil],[jabil],Jabil,Jabil Inc. Common Stock,1.0
39737,CAL,[caleres],[caleres],Caleres Inc,Caleres Inc. Common Stock,1.0
43410,BAFN,"[bayfirst,financial]","[bayfirst,financial]",BayFirst Financial Corporation,BayFirst Financial Corp. Common Stock,1.0
